Sample	Region	State	Typo	Latitude	Longitude	Temp	Cond	Sal	OD	pH	Clorof	NO2	NO3	PO4	SO4	NH4	NID	Ptotal	NPratio	Trophic	Bacteria	HighDNA	LowDNA	%High	%Low
822	Costeira_Sudeste	RJ	River	S2138586 	W04124935 	27.57	62	0.03	8.52	7.11	37.8	0.00	240.98	1.34	189.68	NA	240.98	43.91	179.72	Mesotrophic	1517142.86	580274.73	825027.47	38	54
2102	Costeira_Sudeste	MG	River	S1959939 	W04241187 	27.21	75	0.03	7.85	7.31	73.5	0.07	272.65	1.34	984.68	NA	272.73	40.88	203.39	Mesotrophic	2375629.14	1130507.73	1075805.74	48	45
2121	Costeira_Sudeste	ES	River	S2113327 	W04105776 	26.19	55	0.02	9.38	6.93	155	0.00	339.63	2.23	229.94	NA	339.63	27.33	151.97	Mesotrophic	2193769.84	1229166.67	847539.68	56	39
2101	Costeira_Sudeste	MG	Lake	S2003788 	W04242119 	28.84	96	0.04	7.26	7.17	6.1	0.07	41.96	0.45	133.90	NA	42.03	25.41	94.04	Oligotrophic	10757518.80	590000.00	629924.81	5	6
2103	Costeira_Sudeste	MG	Lake	S1947053 	W04235496 	29.47	67	0.03	7.72	7.64	0.4	0.00	5.32	0.00	254.69	115.02	120.34	8.51	NA	Oligotrophic	15593763.44	10175913.98	5100645.16	65	33
2114	Costeira_Sudeste	ES	Lake	S1924391 	W04015113 	30.6	75	0.03	8.22	6.99	1.5	0.00	5.13	3.58	811.09	NA	5.13	10.26	1.44	Oligotrophic	15968901.10	9504835.16	6107472.53	60	38
2115	Costeira_Sudeste	ES	Lake	S1923130 	W04012740 	31.28	90	0.04	8.15	6.94	0.4	0.00	3.99	1.34	884.19	NA	3.99	5.32	2.97	Oligotrophic	4166875.00	1750477.94	2234191.18	42	54
2117	Costeira_Sudeste	ES	Lake	S1918163 	W04005588 	28.4	83	0.04	8.07	6.96	5.8	0.00	82.79	1.79	863.90	NA	82.79	16.64	46.31	Oligotrophic	3852629.48	1903984.06	1734741.04	49	45
2118	Costeira_Sudeste	ES	Lake	S1923683 	W04009722 	29.68	89	0.04	8.63	7.28	157.4	0.00	2.65	0.45	885.84	NA	2.65	9.78	5.93	Oligotrophic	23393968.25	18271269.84	5000952.38	78	21
2119	Costeira_Sudeste	ES	Lake	S1944247 	W04000215 	28.75	111	0.05	6.72	7	26.9	0.00	150.53	0.89	2536.74	685.85	836.38	17.12	935.63	Oligotrophic	12238285.71	7568857.14	4256428.57	62	35
2122	Costeira_Sudeste	RJ	Lake	S2137721 	W04121744 	28.21	903	0.44	9.45	6.43	3	0.00	32.99	0.00	4243.91	NA	32.99	12.49	NA	Oligotrophic	15426492.15	11206910.99	4083664.92	73	26
2116	Costeira_Sudeste	ES	River	S1909200	W03955800	27.4	NA	NA	NA	6.08	NA	0.00	2.65	0.89	472.33	NA	2.65	8.51	2.97	Oligotrophic	2878393.16	1857743.59	909709.40	65	32
2120	Costeira_Sudeste	ES	River	S2002199 	W04014589 	27.74	140	0.06	7.36	7.05	4.2	0.07	463.66	1.34	5282.46	NA	463.73	18.71	345.84	Oligotrophic	4653117.41	2928502.02	1504858.30	63	32
702	Paraguai	MS	Lake	S1804846 	W05731902 	29.14	127	0.06	NA	7.76	71.2	0.90	125.92	7.01	753.51	0.00	126.82	76.93	18.08	Eutrophic	515669.29	92913.39	393952.76	18	76
2048	Paraguai	MS	Lake	S2020163 	W05551943 	29.28	222	0.1	NA	7.23	32.2	NA	84.51	4.33	71.37	NA	84.51	85.86	19.51	Eutrophic	191104.38	104888.89	77077.44	55	40
2049	Paraguai	MS	Lake	S2018900 	W05624295 	28.63	276	0.13	NA	7.37	584.7	NA	107.41	8.35	202.05	17.85	125.26	70.71	14.99	Eutrophic	351458.46	147409.23	185895.38	42	53
2050	Paraguai	MS	Lake	S1902081 	W05729805 	28.74	270	0.13	NA	8.01	199.2	NA	288.87	17.74	379.27	NA	288.87	142.80	16.28	Eutrophic	711367.42	397074.91	283424.49	56	40
2052	Paraguai	MS	Lake	S1810000	W05724000	NA	NA	NA	NA	NA	NA	NA	1.51	4.33	177.96	NA	1.51	54.60	0.35	Eutrophic	884337.08	407033.71	425595.51	46	48
2054	Paraguai	MS	Lake	S1826215 	W05728065 	29.5	121	0.06	NA	7.69	50.8	NA	138.51	4.33	272.18	NA	138.51	65.44	31.98	Eutrophic	282243.24	59000.00	216067.57	21	77
2055	Paraguai	MT	Lake	S1712078 	W05723860 	28.83	114	0.05	NA	7.65	52.4	NA	NA	9.25	113.11	NA	NA	67.84	NA	Eutrophic	3262521.21	1631975.76	147321.21	50	5
2060	Paraguai	MS	Lake	S2205020 	W05631506 	29.46	161	0.07	NA	7.53	316.8	NA	97.68	4.33	40.34	17.85	115.53	54.12	26.67	Eutrophic	4143111.11	1957925.93	1885086.42	47	45
2163	Paraguai	MT	Lake	S1617034 	W05554142 	30.43	77	0.03	NA	8.06	5.5	0.00	41.58	1.93	0.137	0.00	41.58	59.24	21.50	Eutrophic	4338235.29	1870647.06	1808176.47	43	42
696	Paraguai	MS	River	S1744596 	W05737300 	30.51	144	0.07	NA	7.75	389.5	0.16	13.72	5.67	86.05	0.00	13.87	112.18	2.45	Eutrophic	697477.71	381808.92	269070.06	55	39
755	Paraguai	MS	River	S1932125 	W05703322 	30.62	301	0.14	NA	7.21	23.2	0.00	29.17	5.98	73.02	17.85	47.03	153.96	7.86	Eutrophic	1709380.39	921788.24	682086.27	54	40
757	Paraguai	MS	River	S1943123 	W05636973 	30.13	242	0.11	NA	7.28	10.8	0.12	47.87	9.02	29.78	0.00	48.00	81.55	5.32	Eutrophic	220608.70	138055.34	73225.30	63	33
770	Paraguai	MS	River	S2005287 	W05631523 	28.83	327	0.15	NA	7.43	7.4	0.03	109.32	5.49	190.67	0.00	109.34	91.76	19.91	Eutrophic	444422.47	200997.75	208952.81	45	47
829	Paraguai	MS	River	S2142332 	W05753897 	31.37	191	0.09	NA	7.51	36.3	NA	222.66	17.74	215.42	NA	222.66	57.63	12.55	Eutrophic	198468.19	129709.92	57648.85	65	29
2047	Paraguai	MS	River	S1910000	W05737000	NA	NA	NA	NA	NA	NA	0.12	120.00	46.79	93.81	NA	120.12	95.91	2.57	Eutrophic	227894.95	116331.31	91539.39	51	40
2056	Paraguai	MS	River	S2026606 	W05550196 	29.98	211	0.1	NA	7.81	75.4	NA	7.99	16.40	39.19	NA	7.99	101.81	0.49	Eutrophic	220329.98	66004.02	139130.78	30	63
721	Paraguai	MS	River	S1841315 	W05435703 	22.61	55	0.02	NA	7.61	0	0.18	147.83	24.75	0.044	0.95	148.96	53.97	6.02	Eutrophic	361402.21	275992.05	66653.42	76	18
2058	Paraguai	MS	Lake	S2112500 	W05751699 	30.34	265	0.12	NA	6.92	285.7	NA	9.52	21.32	896.24	NA	9.52	247.74	0.45	Hypereutrophic	1411432.26	513109.68	817625.81	36	58
693	Paraguai	MT	Lake	S1748710 	W05741855 	30.9	151	0.07	NA	7.92	253	0.05	27.44	9.83	164.59	90.73	118.21	45.19	12.03	Mesotrophic	168389.19	58681.08	94400.00	35	56
665	Paraguai	MT	River	S1614375	W05559880	29.43	296	0.14	6.29	7.58	42.3	4.13	388.03	20.41	246.32	115.02	507.18	52.77	24.85	Mesotrophic	537626.80	387501.89	150124.91	72	28
669	Paraguai	MT	River	S1621039 	W05746586 	29.76	61	0.03	6.99	7.51	26.1	0.00	21.41	4.51	125.90	30.00	51.41	32.54	11.39	Mesotrophic	694129.54	581782.18	112347.36	84	16
2033	Paraguai	MT	River	S1604328 	W05804364 	29.02	70	0.03	7.08	7.04	17.3	NA	71.08	NA	708.51	42.14	113.23	38.33	NA	Mesotrophic	590777.86	487243.83	103534.03	82	18
2034	Paraguai	MT	River	S1554761	W05738768	27.86	287	0.14	7.39	7.42	561.8	NA	101.05	4.86	26.72	66.44	167.49	36.45	34.47	Mesotrophic	452079.52	362617.87	89461.65	80	20
677	Paraguai	MT	River	S1712130 	W05720614 	30.37	149	0.07	NA	6.99	115.5	0.00	35.85	13.72	213.93	0.00	35.85	46.15	2.61	Mesotrophic	1116958.90	725780.82	320863.01	65	29
712	Paraguai	MS	River	S1900908 	W05732491 	30.81	233	0.11	NA	7.58	95.8	0.43	189.65	6.57	335.38	0.00	190.08	38.33	28.95	Mesotrophic	132365.22	232408.70	46686.96	176	35
725	Paraguai	MS	River	S1841508 	W05655522 	32.52	152	0.07	NA	7.63	98.9	0.48	132.21	6.52	58.00	0.00	132.69	50.61	20.35	Mesotrophic	344084.03	239966.39	90235.29	70	26
728	Paraguai	MS	River	S1851863 	W05739932 	31.17	139	0.06	NA	7.43	43	0.24	150.72	4.69	351.55	0.00	150.96	36.58	32.20	Mesotrophic	286481.28	172267.38	99069.52	60	35
750	Paraguai	MS	River	S1933121 	W05724229 	30.75	236	0.11	NA	7.54	41.1	0.32	194.42	16.85	182.09	0.00	194.74	45.67	11.56	Mesotrophic	129436.12	82651.98	40026.43	64	31
763	Paraguai	MS	River	S1951309 	W05744855 	32.12	214	0.1	NA	7.47	54.7	0.69	188.88	10.59	249.57	0.00	189.58	52.21	17.90	Mesotrophic	252412.47	151107.91	151107.91	60	60
2053	Paraguai	MS	River	S1823000	W05721000	NA	NA	NA	NA	NA	NA	9.16	58.37	4.33	310.79	NA	67.53	26.53	15.59	Mesotrophic	347058.82	221126.05	95193.28	64	27
2057	Paraguai	MS	River	S2112351 	W05719876 	30.14	152	0.07	NA	7.3	16.6	NA	2.84	7.46	53.05	NA	2.84	27.49	0.38	Mesotrophic	1177059.19	763140.19	344074.77	65	29
686	Paraguai	MS	River	S1731182 	W05522805 	24.35	26	0.01	NA	7.27	1.5	0.44	57.45	2.51	0.073	0.95	58.84	32.58	23.41	Mesotrophic	572958.92	349152.76	198433.89	61	35
690	Paraguai	MS	River	S1814765 	W05506594 	23.76	43	0.02	NA	7.34	0	0.15	131.05	7.15	0.072	0.00	131.20	41.68	18.34	Mesotrophic	447086.26	313345.04	122793.38	70	27
711	Paraguai	MS	River	S1830969 	W05445464 	22.88	45	0.02	NA	7.48	0	0.06	130.88	17.60	0.067	0.00	130.94	42.64	7.44	Mesotrophic	577446.81	449061.90	128670.21	78	22
2164	Paraguai	MT	River	S1628496 	W05458525 	25.29	38	0.02	NA	7.7	0	0.12	168.72	1.55	0.214	6.64	175.47	35.13	113.44	Mesotrophic	635365.07	356312.73	245759.21	56	39
688	Paraguai	MT	Lake	S1731340 	W05743407 	30.16	136	0.06	NA	7.79	39.7	0.00	14.67	8.35	102.39	0.00	14.67	12.33	1.76	Oligotrophic	661206.90	491763.55	129625.62	74	20
2059	Paraguai	MS	Lake	S2155398 	W05716467 	30.16	275	0.13	NA	7.73	8	NA	3.60	4.33	100.08	NA	3.60	18.87	0.83	Oligotrophic	1094392.16	631647.06	406058.82	58	37
2061	Paraguai	MS	Reservoir	S2112261 	W05528652 	28.96	160	0.07	NA	7.71	20.9	NA	93.10	4.33	74.67	NA	93.10	25.41	21.50	Oligotrophic	2116804.88	1354121.95	630292.68	64	30
2044	Paraguai	MT	River	S2026000	W05436500	NA	NA	NA	NA	NA	NA	0.16	77.07	4.33	20.71	17.85	95.08	12.18	21.95	Oligotrophic	477186.81	293573.63	126558.24	62	27
2045	Paraguai	MS	River	S1910000	W05737000	NA	NA	NA	NA	NA	NA	NA	7.99	4.33	33.58	17.85	25.85	12.18	5.97	Oligotrophic	432825.91	18153.85	206380.57	4	48
2046	Paraguai	MS	River	S1910000	W05737000	NA	NA	NA	NA	NA	NA	NA	192.70	4.33	34.40	17.85	210.55	11.70	48.62	Oligotrophic	172562.67	88417.83	67710.31	51	39
2051	Paraguai	MS	River	S1810000	W05720000	NA	NA	NA	NA	NA	NA	NA	NA	4.33	8.66	NA	NA	20.15	NA	Oligotrophic	2122170.54	1193720.93	809534.88	56	38
681	Paraguai	MT	River	S1717559 	W05516481 	23.68	29	0.01	NA	7.39	0	0.12	31.51	0.00	0.039	0.95	32.57	17.73	NA	Oligotrophic	587940.34	358755.95	171139.32	61	29
797	Parana	MG	Reservoir	S2044834 	W04608675 	23.93	54	0.02	7.6	8.11	119.9	0.02	110.10	11.05	166.74	17.85	127.97	77.09	11.58	Eutrophic	276655.17	103258.62	173396.55	37	63
833	Parana	SP	Reservoir	S2145121 	W04853254 	25.91	191	0.09	8.49	9.6	32.6	NA	1111.70	7.62	5168.75	78.58	1190.28	72.94	156.14	Eutrophic	2307881.36	688853.11	1619028.25	30	70
846	Parana	SP	Reservoir	S2211051 	W04843110 	25.48	257	0.12	9.23	9.7	35	2.27	2587.11	36.55	6764.39	272.91	2862.29	193.52	78.32	Eutrophic	3558137.29	1417217.07	2140920.22	40	60
896	Parana	PR	Reservoir	S2404462 	W05416409 	24.76	56	0.02	7.63	7.82	38.6	0.32	70.14	4.17	160.10	90.73	161.18	58.75	38.68	Eutrophic	91181.56	28005.76	63175.79	31	69
2007	Parana	MG	Reservoir	S2130166 	W04532207 	24.18	74	0.03	8.49	9.4	7	1.99	223.89	15.34	229.14	127.16	353.04	68.32	23.01	Eutrophic	479106.45	183646.18	295460.27	38	62
2023	Parana	SP	Reservoir	S2256477 	W05009500 	22.4	57	0.03	7.72	7.72	14.6	0.24	177.05	6.93	509.18	236.47	413.76	55.56	59.69	Eutrophic	275224.17	83357.71	191866.45	30	70
2068	Parana	PR	Reservoir	S2600498 	W05137392 	28.01	478	0.23	4.8	10.42	21.8	0.00	348.98	0.45	1268.66	17.85	366.83	68.32	820.72	Eutrophic	543655.56	84261.73	347509.88	15	64
2211	Parana	SP	Reservoir	S2347104 	W04637089 	24.72	287	0.14	8.56	8.9	20.8	18.45	509.88	0.00	3.866	0.00	528.32	106.51	NA	Eutrophic	12145606.69	7104686.19	4868117.15	58	40
802	Parana	SP	River	S2053021 	W04811275 	26.6	68	0.03	6.29	7.23	123.5	5.87	496.97	26.66	791.33	5.71	508.55	99.42	19.07	Eutrophic	365720.80	142940.17	222780.63	39	61
821	Parana	SP	River	S2129307 	W04711540 	24.51	61	0.03	7.7	7.35	73.8	2.63	366.44	32.91	925.03	212.18	581.25	78.84	17.66	Eutrophic	134238.16	54473.46	79764.71	41	59
873	Parana	MS	River	S2258585 	W05339390 	24.92	43	0.02	7.35	7.56	24.4	NA	126.02	NA	147.05	8.93	126.02	97.74	NA	Eutrophic	30376.34	13973.12	16403.23	46	54
877	Parana	PR	River	S2314944 	W05058820 	23.88	54	0.02	7.75	7.92	740.2	0.72	620.89	9.70	1225.49	54.29	675.90	96.23	69.71	Eutrophic	182055.56	78472.22	103583.33	43	57
880	Parana	PR	River	S2315026 	W05338312 	25.34	57	0.03	7.3	7.65	194.1	NA	473.21	5.27	242.46	224.33	697.54	71.02	132.28	Eutrophic	82358.68	42152.08	40206.60	51	49
884	Parana	MS	River	S2320493 	W05351016 	24.13	32	0.01	6.87	7.06	48.3	NA	30.86	NA	64.48	42.14	30.86	75.49	NA	Eutrophic	53557.29	30015.63	23541.67	56	44
890	Parana	PR	River	S2339905 	W05209447 	24.18	5	0	7.31	7.75	972.1	1.29	3.20	10.73	471.90	5.97	10.47	147.10	0.98	Eutrophic	36759.04	16337.35	20421.69	44	56
897	Parana	PR	River	S2414487 	W05330890 	24	49	0.02	7.79	7.64	43.1	0.80	474.56	4.17	212.61	25.14	500.51	82.03	120.10	Eutrophic	77037.71	51131.22	25906.49	66	34
900	Parana	PR	River	S2417444 	W05316917 	24.18	5	0	7.31	7.75	972.1	0.97	742.38	16.61	315.84	90.73	834.07	68.16	50.22	Eutrophic	62190.07	32697.87	29492.20	53	47
2009	Parana	SP	River	S2055231 	W04810329 	26.76	95	0.04	6.9	7.21	206.6	1.02	606.31	22.76	927.94	163.60	770.93	90.64	33.87	Eutrophic	770171.26	266345.43	503825.83	35	65
2012	Parana	SP	River	S2029476 	W04825362 	26.44	80	0.04	7.35	7.72	1.9	0.89	544.08	7.97	708.84	42.14	587.11	53.64	73.68	Eutrophic	1118197.15	679252.39	438944.75	61	39
2014	Parana	SP	River	S2009789 	W04841981 	26.32	78	0.04	7.42	7.66	104.5	4.46	1006.41	3.48	1288.20	612.98	1623.84	74.70	467.11	Eutrophic	805707.94	301333.33	504374.60	37	63
2017	Parana	MS	River	S2143051 	W05202467 	25.56	88	0.04	6.94	7.41	14.6	0.80	594.43	3.48	272.57	54.29	649.52	54.92	186.84	Eutrophic	550260.87	255478.26	294782.61	46	54
2020	Parana	SP	River	S2242105 	W05309514 	24.61	56	0.02	7.57	7.87	0.7	NA	130.88	13.84	476.60	78.58	209.46	56.67	15.13	Eutrophic	440664.47	262209.75	178454.72	60	40
2041	Parana	MS	River	S2153927 	W05351520 	28.42	258	0.12	NA	6.68	12.7	NA	60.28	5.67	105.85	NA	60.28	54.44	10.63	Eutrophic	73523076.92	48198461.54	23236923.08	66	32
923	Parana	PR	River	S2601072 	W05030182 	23.7	468	0.22	4.04	8.03	287.6	0.00	266.93	0.00	274.32	NA	266.93	64.33	NA	Eutrophic	429075.60	62501.44	275597.45	15	64
925	Parana	PR	River	S2611563 	W05108456 	24.49	492	0.24	3.87	7.59	69.3	0.00	254.91	0.00	284.89	NA	254.91	54.28	NA	Eutrophic	342877.38	41090.91	230727.00	12	67
673	Parana	GO	River	S1733858 	W04823353 	25.74	117	0.05	7.81	7.54	16	0.00	551.90	1.16	0.294	6.64	558.54	200.73	481.43	Eutrophic	1102891.09	651920.79	382039.60	59	35
856	Parana	SP	Reservoir	S2232139 	W04829782 	25.71	285	0.13	7.82	8.75	42.8	7.76	4077.50	149.10	7338.25	200.03	4285.30	398.46	28.74	Hypereutrophic	4562589.67	1703586.63	2859003.04	37	63
863	Parana	SP	Reservoir	S2239504 	W04712243 	28.31	59	0.03	7.28	7.8	50.7	31.65	1067.37	30.97	22.92	103.60	1202.62	293.52	38.83	Hypereutrophic	319857.92	97562.84	222295.08	31	69
888	Parana	SP	Reservoir	S2323290 	W04658324 	24.95	780	0.38	6.39	7.42	7.9	0.00	1.90	1609.36	11022.35	6643.64	6645.54	1671.88	4.13	Hypereutrophic	8767801.86	5560247.68	2703405.57	63	31
2066	Parana	SP	River	S2240309 	W04749549 	27	264	0.12	NA	7.83	690.4	53.56	1869.95	4.33	14529.14	661.56	2585.07	259.22	596.87	Hypereutrophic	519627.86	254465.65	231946.56	49	45
2067	Parana	PR	River	S2530000	W04910000	NA	NA	NA	NA	NA	NA	0.32	39.10	22.35	2389.72	8361.73	8401.14	577.09	375.92	Hypereutrophic	365564.01	41853.76	221778.59	11	61
885	Parana	SP	River	S2312059 	W04719944 	22.86	717	0.35	8.27	7.76	6.9	3.86	218.42	1491.64	8967.55	5913.99	6136.27	1433.20	4.11	Hypereutrophic	7196770.83	4477239.58	2313906.25	62	32
2021	Parana	PR	Lake	S2400783 	W05408839 	26	50	0.02	7.6	7.48	1.9	NA	38.15	NA	304.50	NA	38.15	36.74	NA	Mesotrophic	1049963.44	641762.97	408200.46	61	39
709	Parana	GO	Reservoir	S1827564 	W04741438 	27.23	46	0.02	7.33	7.77	1.6	0.09	15.60	14.17	32.88	5.71	21.40	40.09	1.51	Mesotrophic	300044.74	188791.78	111252.96	63	37
765	Parana	SP	Reservoir	S2002828 	W04726314 	25.16	50	0.02	7.75	7.84	0.3	0.04	132.77	12.22	180.68	17.85	150.67	27.49	12.33	Mesotrophic	381466.98	255152.25	126314.73	67	33
772	Parana	MG	Reservoir	S2007943 	W04803515 	26.97	44	0.02	7.75	7.8	0.8	0.12	99.57	14.17	222.66	30.00	129.68	31.63	9.15	Mesotrophic	591296.52	378838.22	212458.30	64	36
773	Parana	MG	Reservoir	S2013517 	W04857961 	30.3	53	0.02	7.16	8.28	2.2	0.03	79.99	11.05	176.31	78.58	158.61	30.84	14.36	Mesotrophic	1136880.07	801757.93	335122.14	71	29
812	Parana	SP	Reservoir	S2118364 	W04945155 	25.5	143	0.07	7.68	8.57	151.8	0.00	331.88	3.30	3833.37	127.16	459.04	26.85	138.95	Mesotrophic	9708450.70	3354985.92	6353464.79	35	65
815	Parana	MG	Reservoir	S2120998 	W04436154 	24.66	39	0.02	7.58	7.65	6.8	0.09	48.54	11.05	53.63	115.02	163.65	33.71	14.81	Mesotrophic	154857.23	114489.71	40367.52	74	26
895	Parana	PR	Reservoir	S2403853 	W05412634 	24.44	54	0.02	7.61	7.78	7.9	0.16	240.49	4.51	392.49	90.73	331.37	51.57	73.43	Mesotrophic	140357.89	42821.05	97536.84	31	69
2008	Parana	MG	Reservoir	S2029762 	W04644137 	24.08	51	0.02	7.5	7.51	33.9	0.09	116.57	14.17	196.89	224.33	340.99	35.94	24.06	Mesotrophic	366330.98	124667.61	241663.37	34	66
2011	Parana	SP	Reservoir	S2104185 	W04809770 	26.39	34	0.01	7.59	7.21	44.2	0.03	23.03	13.00	64.81	30.00	53.05	37.06	4.08	Mesotrophic	348207.41	111828.15	236379.26	32	68
2215	Parana	SP	Reservoir	S2323578 	W04527782 	24.7	141	0.07	4.07	8.47	4.6	0.00	112.13	2.51	0.036	55.01	167.14	31.30	66.49	Mesotrophic	4569320.07	2156484.25	2136915.42	47	47
723	Parana	MG	River	S1843589 	W04815842 	24.8	38	0.02	7.73	7.42	65.3	0.00	111.31	11.05	106.46	127.16	238.47	35.62	21.59	Mesotrophic	271071.23	86279.20	184792.02	32	68
730	Parana	MG	River	S1855834 	W05029560 	27.37	46	0.02	7.7	8.07	6	0.16	103.89	11.05	189.92	139.31	243.36	29.56	22.03	Mesotrophic	293013.12	108187.21	184825.91	37	63
734	Parana	MG	River	S1904662 	W04756685 	25.94	42	0.02	6.6	6.82	1.4	0.00	80.53	11.05	135.14	272.91	353.44	26.53	31.99	Mesotrophic	346238.37	236972.59	109265.78	68	32
735	Parana	GO	River	S1904445 	W05031260 	24.63	47	0.02	7.8	7.45	6	0.03	79.59	13.39	121.04	151.45	231.08	31.16	17.26	Mesotrophic	296960.99	159253.66	137707.33	54	46
758	Parana	MG	River	S1950650 	W05013470 	26.99	57	0.03	7.79	7.99	62.5	0.02	67.57	11.05	119.42	42.14	109.74	29.08	9.93	Mesotrophic	986795.77	528507.04	414246.48	54	42
768	Parana	MG	River	S2007527 	W04809091 	27.99	44	0.02	7.58	7.96	12.2	0.11	61.50	11.05	118.77	30.00	91.61	28.60	8.29	Mesotrophic	4441876.54	1607111.11	2834765.43	36	64
769	Parana	MG	River	S2008201 	W04831225 	29.39	47	0.02	7.35	7.96	46.2	0.01	50.84	13.78	116.99	42.14	92.99	49.66	6.75	Mesotrophic	3621317.65	1116705.88	2504611.76	31	69
786	Parana	SP	River	S2032674 	W05054537 	27.36	144	0.07	7.26	7.81	147	0.00	275.99	NA	1084.01	17.85	293.85	34.98	NA	Mesotrophic	6238969.70	3013333.33	3225636.36	48	52
796	Parana	MS	River	S2049968 	W05138215 	24.9	52	0.02	7.67	7.68	209.6	0.00	138.71	6.69	398.17	115.02	253.73	32.75	37.93	Mesotrophic	4704909.09	1669318.18	3035590.91	35	65
808	Parana	MS	River	S2111108 	W05155102 	26.88	30	0.01	7.33	7.38	18.2	0.00	47.87	NA	25.43	30.00	77.87	44.23	NA	Mesotrophic	236171.59	123648.38	112523.21	52	48
816	Parana	MG	River	S2120495 	W04432905 	24.81	44	0.02	7.66	7.76	759.1	0.00	88.36	16.12	161.23	5.71	94.07	38.49	5.83	Mesotrophic	229884.38	84043.75	145840.63	37	63
831	Parana	MS	River	S2142567 	W05210789 	26.61	32	0.01	7.36	7.25	148.5	0.07	126.70	5.90	586.97	56.72	183.49	37.06	31.13	Mesotrophic	75796.92	30596.92	45200.00	40	60
853	Parana	MS	River	S2211657 	W05237738 	24.7	48	0.02	7.57	7.32	7.2	NA	53.13	19.03	404.33	115.02	168.15	45.99	8.84	Mesotrophic	124711.48	54126.05	70585.43	43	57
855	Parana	PR	River	S2232304 	W05202833 	23.5	62	0.03	8.02	8	18.6	0.16	232.66	9.52	460.88	72.51	305.33	32.43	32.06	Mesotrophic	147794.72	76879.77	70914.96	52	48
858	Parana	SP	River	S2235097 	W05253353 	24.24	61	0.03	7.62	7.99	3.2	0.32	207.29	3.13	429.28	30.00	237.60	30.36	75.89	Mesotrophic	372399.42	199707.19	172692.23	54	46
867	Parana	PR	River	S2255051 	W05056203 	24.19	58	0.03	7.63	8.01	279.1	0.56	314.20	12.81	846.26	175.74	490.50	47.58	38.30	Mesotrophic	184819.24	84997.08	99822.16	46	54
878	Parana	SP	River	S2311863 	W04910850 	21.47	51	0.02	7.66	7.93	2	0.32	139.79	2.79	342.90	42.14	182.26	33.87	65.44	Mesotrophic	420165.98	251618.12	168547.85	60	40
883	Parana	MS	River	S2319849 	W05346691 	24.44	52	0.02	7.71	7.73	189.1	0.07	125.62	2.79	427.66	54.29	179.98	32.75	64.62	Mesotrophic	110325.44	41789.94	68535.50	38	62
889	Parana	MS	River	S2336214 	W05402897 	25.14	49	0.02	7.7	7.57	795.1	0.03	115.63	4.86	360.89	102.87	218.53	44.07	44.98	Mesotrophic	56260.25	20777.93	35482.32	37	63
892	Parana	MS	River	S2353216 	W05403546 	24.63	6	0	7.41	7.72	145.4	0.16	184.34	5.90	455.21	42.14	226.64	38.17	38.44	Mesotrophic	111157.61	38076.09	73081.52	34	66
894	Parana	PR	River	S2400759 	W05400945 	24.16	46	0.02	7.78	7.7	419.5	0.32	383.44	5.20	133.52	30.00	413.76	49.81	79.51	Mesotrophic	67885.93	30935.36	36950.57	46	54
2015	Parana	SP	River	S2013024 	W04851453 	25.46	52	0.02	7.25	7.5	640.9	0.07	253.72	2.79	392.17	42.14	295.94	41.68	106.25	Mesotrophic	221941.99	95519.34	126422.65	43	57
2018	Parana	MS	River	S2145227 	W05208735 	24.9	59	0.03	7.78	7.92	71.4	0.06	140.06	32.50	674.97	102.87	242.99	47.90	7.48	Mesotrophic	392757.28	204423.95	188333.33	52	48
2022	Parana	SP	River	S2256412 	W05029391 	23.95	57	0.03	7.55	7.78	1.6	0.16	145.87	3.82	367.05	42.14	188.17	31.47	49.23	Mesotrophic	257744.61	166118.12	91626.50	64	36
827	Parana	MS	River	S2137897 	W05259979 	27.65	270	0.13	NA	7.21	25.1	NA	1150.58	4.33	331.42	NA	1150.58	30.52	265.66	Mesotrophic	5455737.05	1983904.38	3147450.20	36	58
834	Parana	MS	River	S2154147 	W05445297 	28.39	252	0.12	NA	6.65	9.5	0.03	63.14	6.57	33.58	NA	63.16	40.09	9.62	Mesotrophic	68231764.71	41369411.76	23600000.00	61	35
893	Parana	MS	River	S2344463 	W05430485 	25.48	112	0.05	NA	5.95	441.6	NA	133.74	4.33	98.43	30.00	163.74	35.62	37.81	Mesotrophic	577278.00	366065.38	164428.47	63	28
2040	Parana	MS	River	S2138563 	W05259308 	28.19	241	0.11	NA	7.59	23.7	NA	227.05	4.33	283.40	NA	227.05	40.09	52.42	Mesotrophic	94046000.00	59904666.67	30837333.33	64	33
2042	Parana	MS	River	S2223651 	W05449132 	26.37	117	0.05	NA	7.5	18.8	NA	208.92	4.33	76.15	NA	208.92	33.07	48.24	Mesotrophic	63360869.57	44352608.70	18007826.09	70	28
2043	Parana	MS	River	S2342314 	W05439337 	26.63	118	0.05	NA	6.59	333.8	NA	233.53	4.33	72.69	54.29	287.82	30.04	66.46	Mesotrophic	632816.73	343985.24	230774.91	54	36
921	Parana	PR	River	S2548273 	W05207591 	23.1	545	0.26	3.93	7.76	4	0.24	247.85	0.89	205.35	NA	248.08	28.44	277.52	Mesotrophic	271200.00	83105.28	132736.65	31	49
697	Parana	GO	River	S1800344 	W05018479 	20.61	44	0.02	NA	7.75	0.8	0.03	93.41	0.97	0.051	0.95	94.39	26.83	97.63	Mesotrophic	1054324.52	644403.15	378291.64	61	36
